,,,,,,,,,,,,,,,,
Status,Submittal ID,Subject,From Company,Expected,Received,Days Late Received,Due Date,Days Late Responding,Responded,Final Response,Last Action Action,Prepared On,Closed,Days +/-,row height,Days +/- responding
,03 20 00-037-00,03 20 00-037-00 South Buttress Shear Wall,Mortenson Construction,,12/19/2019,,1/13/2020,,1/7/2020,Approved as Noted,Approved as Noted,10/11/2021,1/7/2020,31299,R,-18
,03 20 00-038-00,03 20 00-038-00 Shotcrete Wall Reinforcing Area E and F,Mortenson Construction,,1/17/2020,,1/31/2020,,1/31/2020,Approved as Noted,Approved as Noted,10/11/2021,1/31/2020,31320,R,-11
,03 20 00-039-00,03 20 00-039-00 Manhoist Footing and Wall Reinforcing Modifications,Mortenson Construction,,1/27/2020,,2/10/2020,,2/11/2020,Approved as Noted,Approved as Noted,10/11/2021,2/11/2020,31326,R,-11
,03 20 00-040-00,03 20 00-040-00 Y-Column Upsizing Requirements,Mortenson Construction,,1/31/2020,,2/14/2020,,2/11/2020,Approved as Noted,Approved as Noted,10/11/2021,2/11/2020,31330,R,-11
,03 20 00-041-00,03 20 00-041-00 Existing Reinforcement Repair Procedure,Mortenson Construction,,2/6/2020,,2/20/2020,,2/11/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,2/11/2020,31334,R,-11
,03 20 00-042-00,"03 20 00-042-00 Y-Column Upsizing Requirements - Y1-5, Y16",Mortenson Construction,,2/6/2020,,2/20/2020,,2/13/2020,Approved as Noted,Approved as Noted,10/11/2021,2/13/2020,31334,R,-11
,03 20 00-043-00,03 20 00-043-00 Existing Reinforcement Realignment Work Plan & Locations,Mortenson Construction,,2/11/2020,,2/25/2020,,2/13/2020,Approved,Approved,10/11/2021,2/13/2020,31337,R,-11
,03 20 00-044-00,03 20 00-044-00 SOMD Reinforcing Area D,Mortenson Construction,,3/5/2020,,3/19/2020,,3/23/2020,Approved as Noted,Approved as Noted,10/11/2021,3/23/2020,31354,R,-11
,03 20 00-044-01,03 20 00-044-01 SOMD Resubmittal - Area D and Area C,Mortenson Construction,,4/22/2020,,5/6/2020,,5/4/2020,Approved as Noted,Approved as Noted,10/11/2021,5/4/2020,31388,R,-11
,03 20 00-045-00,03 20 00-045-00 SOMD Area C,Mortenson Construction,,3/10/2020,,3/24/2020,,3/23/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,3/23/2020,31357,R,-11
,03 20 00-046-00,03 20 00-046-00 NW Snorkel Reinforcing,Mortenson Construction,,3/16/2020,,3/30/2020,,4/13/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,4/13/2020,31361,R,-11
,03 20 00-047-00,03 20 00-047-00 SW Snorkel Footing Reinforcement,Mortenson Construction,,4/8/2020,,4/22/2020,,4/26/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,4/26/2020,31378,R,-11
,03 20 00-048-00,03 20 00-048-00 SE Snorkel Reinforcing,Mortenson Construction,,4/16/2020,,4/30/2020,,4/30/2020,Approved as Noted,Approved as Noted,10/11/2021,4/30/2020,31384,R,-11
,03 20 00-049-00,03 20 00-049-00 SE Snorkel Detention Vault,Mortenson Construction,,4/24/2020,,5/8/2020,,5/6/2020,Approved as Noted,Approved as Noted,10/11/2021,5/6/2020,31390,R,-11
,03 20 00-050-00,03 20 00-050-00 SOMD Area E,Mortenson Construction,,5/20/2020,,6/4/2020,,6/9/2020,Approved as Noted,Approved as Noted,10/11/2021,6/9/2020,31408,R,-12
,03 20 00-051-00,03 20 00-051-00 Area A SOMD,Mortenson Construction,,6/24/2020,,7/9/2020,,7/14/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,7/14/2020,31433,R,-12
,03 20 00-052-00,03 20 00-052-00 Area D SOG,Mortenson Construction,,6/25/2020,,7/10/2020,,7/14/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,7/14/2020,31434,R,-12
,03 20 00-053-00,03 20 00-053-00 SOMD Area B and F,Mortenson Construction,,7/7/2020,,7/21/2020,,7/23/2020,Approved as Noted,Approved as Noted,10/11/2021,7/23/2020,31442,R,-11
,03 20 00-054-00,03 20 00-054-00 SW Snorkel Foundations Redesign,Mortenson Construction,,7/7/2020,,7/21/2020,,7/21/2020,Approved as Noted,Approved as Noted,10/11/2021,7/21/2020,31442,R,-11
,03 20 00-055-00,03 20 00-055-00 Tunnel Rebar Shop Drawings,Mortenson Construction,,8/3/2020,,8/17/2020,,8/24/2020,No Action Taken or Required,No Action Taken or Required,10/11/2021,8/24/2020,31461,R,-11
,03 20 00-055-01,03 20 00-055-01 Tunnel Rebar SD,Mortenson Construction,,9/15/2020,,9/29/2020,,9/16/2020,Approved as Noted,Approved as Noted,10/11/2021,9/16/2020,31492,R,-11
,03 20 00-058-00,03 20 00-058-00 South Parcel - Cast In-Place Concrete Mix Design,Mortenson Construction,,9/4/2020,,9/21/2020,,9/15/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,9/15/2020,31485,R,-12
,03 20 00-059-00,03 20 00-059-00 SW Snorkel Walls - CCD Revisions,Mortenson Construction,,8/4/2020,,8/18/2020,,8/17/2020,Approved as Noted,Approved as Noted,10/11/2021,8/17/2020,31462,R,-11
,03 20 00-060-00,03 20 00-060-00 SOG Reinforcing Balance,Mortenson Construction,,8/14/2020,,8/28/2020,,9/2/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,9/2/2020,31470,R,-11
,03 20 00-062-00,03 20 00-062-00 South Parcel - North Portal Slab & Lid Concrete Reinforcing Shop Drawings,Mortenson Construction,,10/16/2020,,10/30/2020,,11/3/2020,Approved as Noted,Approved as Noted,10/11/2021,11/3/2020,31515,R,-11
,03 20 00-063-00,03 20 00-063-00 Area 6 Landscape Reinforcing Shops,Mortenson Construction,,10/19/2020,,11/2/2020,,11/16/2020,Approved as Noted,Approved as Noted,10/11/2021,11/16/2020,31516,R,-11
,03 20 00-064-00,03 20 00-064-00 03 20 00 - Concrete Reinforcement - Decline Ramp RW3 Shop Drawings,Mortenson Construction,,10/22/2020,,11/5/2020,,11/2/2020,For Information Only,For Information Only,10/11/2021,11/2/2020,31519,R,-11
,03 20 00-065-00,03 20 00-065-00 03 20 00 - Concrete Reinforcement - Dogbone & Decline Ramp Shoring Wall Shop Drawings,Mortenson Construction,,10/28/2020,,11/11/2020,,11/13/2020,Approved as Noted,Approved as Noted,10/11/2021,11/13/2020,31523,R,-11
,03 20 00-066-00,03 20 00-066-00 South Parcel - Generator Slab & Wall Rebar Shop Drawings,Mortenson Construction,,11/4/2020,,11/18/2020,,11/19/2020,Approved as Noted,Approved as Noted,10/11/2021,11/19/2020,31528,R,-11
,03 20 00-066-01,03 20 00-066-01 South Parcel - Generator Slab & Wall Rebar Shop Drawings,Mortenson Construction,,2/4/2021,,2/18/2021,,2/10/2021,Approved,Approved,10/11/2021,2/10/2021,31594,R,-11
,03 20 00-067-00,03 20 00-067-00 SEDA Area B Additional Footings/Columns/Deck,Mortenson Construction,,11/12/2020,,11/30/2020,,11/18/2020,Rejected,Rejected,10/11/2021,11/18/2020,31534,R,-13
,03 20 00-067-01,03 20 00-067-01 SEDA Area B Additional Footings/Columns/Deck,Mortenson Construction,,11/24/2020,,12/10/2020,,12/15/2020,Approved as Noted,Approved as Noted,10/11/2021,12/15/2020,31542,R,-13
,03 20 00-068-00,03 20 00-068-00 03 20 00 - Tunnel Shotcrete Mock-Up Rebar Shop Drawings,Mortenson Construction,,11/20/2020,,12/8/2020,,12/1/2020,Approved as Noted,Approved as Noted,10/11/2021,12/1/2020,31540,R,-13
,03 20 00-069-00,"03 20 00-069-00 03 20 00 - North Portal & Generator Elevated Slab Forming, Shoring, & Calcs Shop Drawings",Mortenson Construction,,11/19/2020,,12/7/2020,,12/2/2020,No Action Taken or Required,No Action Taken or Required,10/11/2021,12/2/2020,31539,R,-13
,03 20 00-070-00,03 20 00-070-00 03 20 00 - Concrete Reinforcement - Tunnel Exit Stair Shop Drawings,Mortenson Construction,,12/3/2020,,12/17/2020,,12/23/2020,Approved as Noted,Approved as Noted,10/11/2021,12/23/2020,31549,R,-11
,03 20 00-071-00,03 20 00-071-00 West Temp Ramp Dywidag Rods,Mortenson Construction,,12/3/2020,,12/17/2020,,12/7/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,12/7/2020,31549,R,-11
,03 20 00-071-01,03 20 00-071-01 West Temp Ramp Dywidag Rods,Mortenson Construction,,12/14/2020,,1/6/2021,,12/16/2020,Approved as Noted,Approved as Noted,10/11/2021,12/16/2020,31556,R,-18
,03 20 00-072-00,03 20 00-072-00 Concrete Reinforcement - Transformer Pad Rebar Shop Drawings,Mortenson Construction,,12/8/2020,,12/22/2020,,12/23/2020,Approved as Noted,Approved as Noted,10/11/2021,12/23/2020,31552,R,-11
,03 20 00-073-00,03 20 00-073-00 NE Snorkel North Wall Footing Reinforcement,Mortenson Construction,,12/8/2020,,12/22/2020,,1/8/2021,For Information Only,For Information Only,10/11/2021,1/8/2021,31552,R,-11
,03 20 00-074-00,03 20 00-074-00 SE Snorkel Upper Con North Wall Reinforcing,Mortenson Construction,,1/5/2021,,1/19/2021,,1/15/2021,Approved as Noted,Approved as Noted,10/11/2021,1/15/2021,31572,R,-11
,03 20 00-075-00,03 20 00-075-00 SW Detention Tank Reinforcement,Mortenson Construction,,1/6/2021,,1/21/2021,,1/20/2021,Approved as Noted,Approved as Noted,10/11/2021,1/20/2021,31573,R,-12
,03 20 00-076-00,03 20 00-076-00 Area 2 Site Work Reinforcement Shops,Mortenson Construction,,1/12/2021,,1/27/2021,,2/2/2021,Approved as Noted,Approved as Noted,10/11/2021,2/2/2021,31577,R,-12
,03 20 00-077-00,03 20 00-077-00 Shotcrete Zone 10 West Temp Ramp Leaveout,Mortenson Construction,,1/14/2021,,1/28/2021,,1/15/2021,Approved as Noted,Approved as Noted,10/11/2021,1/15/2021,31579,R,-11
,03 20 00-078-00,03 20 00-078-00 Joint Filler,Mortenson Construction,,1/25/2021,,2/8/2021,,2/8/2021,Approved as Noted,Approved as Noted,10/11/2021,2/8/2021,31586,R,-11
,03 20 00-079-00,03 20 00-079-00 Area 3 Site Work Reinforcement Shops,Mortenson Construction,,2/3/2021,,2/17/2021,,2/19/2021,Approved as Noted,Approved as Noted,10/11/2021,2/19/2021,31593,R,-11
,03 20 00-080-00,03 20 00-080-00 NE Snorkel SOMD Reinforcement,Mortenson Construction,,2/5/2021,,2/19/2021,,2/8/2021,Approved,Approved,10/11/2021,2/8/2021,31595,R,-11
,03 20 00-081-00,03 20 00-081-00 South Parcel - Reinforcement Bar Mechanical Coupler Product Data for South Headwall of the Tunnel,Mortenson Construction,,3/4/2021,,3/18/2021,,3/24/2021,Approved,Approved,10/11/2021,3/24/2021,31614,R,-11
,03 20 00-082-00,03 20 00-082-00 Area 7 Sitework Reinforcement Shops,Mortenson Construction,,3/5/2021,,3/19/2021,,3/22/2021,Approved as Noted,Approved as Noted,10/11/2021,3/22/2021,31615,R,-11
,03 20 00-083-00,03 20 00-083-00 Garage Entry Louver Wall Reinforcing Shops,Mortenson Construction,,3/8/2021,,3/22/2021,,3/26/2021,Approved as Noted,Approved as Noted,10/11/2021,3/26/2021,31616,R,-11
,03 20 00-084-00,03 20 00-084-00 Area 5 Site Work Reinforcing Shops,Mortenson Construction,,4/28/2021,,5/12/2021,,5/24/2021,Approved as Noted,Approved as Noted,10/11/2021,5/24/2021,31653,R,-11
,03 20 00-085-00,03 20 00-085-00 Area 1 Landscape Reinforcing Shops,Mortenson Construction,,5/12/2021,,5/26/2021,,5/20/2021,Approved as Noted,Approved as Noted,10/11/2021,5/20/2021,31663,R,-11
,03 20 00-086-00,03 20 00-086-00 Area 4 Landscape Reinforcing Shops,Mortenson Construction,,5/19/2021,,6/3/2021,,6/7/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,6/7/2021,31668,R,-12
,03 20 00-087-00,03 20 00-087-00 Axis Lounge CIP Reinforcing Shops,Mortenson Construction,,6/22/2021,,7/7/2021,,7/8/2021,Approved as Noted,Approved as Noted,10/11/2021,7/8/2021,31692,R,-12
,03 20 00-088-00,03 20 00-088-00 Site Signage Footing Reinforcing Shops,Mortenson Construction,,6/23/2021,,7/8/2021,,7/9/2021,Approved as Noted,Approved as Noted,10/11/2021,7/9/2021,31693,R,-12
,03 20 00-089-00,03 20 00-089-00 North Courtyard Areas 6/7 Flatwork Reinforcement Shops,Mortenson Construction,,7/1/2021,,7/15/2021,,7/14/2021,Approved as Noted,Approved as Noted,10/11/2021,7/14/2021,31699,R,-11
,03 20 00-090-00,03 20 00-090-00 Area 4 Reinforcing Resubmit SW Seatwall,Mortenson Construction,,7/1/2021,,7/16/2021,,7/14/2021,Approved as Noted,Approved as Noted,10/11/2021,7/14/2021,31699,R,-12
,03 30 00-001-00,03 30 00-001-00 Shoring Foundation Mix Design,Mortenson Construction,,3/25/2019,,4/8/2019,,4/5/2019,Approved,Approved,10/11/2021,4/5/2019,31106,R,-11
,03 30 00-001-01,03 30 00-001-01 Shoring Foundation Mix Design,Mortenson Construction,,8/9/2019,,8/23/2019,,8/26/2019,Approved,Approved,10/11/2021,8/26/2019,31205,R,-11
,03 30 00-002-00,03 30 00-002-00 TRS Foundation Mix Design,Mortenson Construction,,4/24/2019,,5/8/2019,,5/2/2019,Approved,Approved,10/11/2021,5/2/2019,31128,R,-11
,03 30 00-003-00,03 30 00-003-00 Cast-In-Place_Mix Design,Mortenson Construction,,4/25/2019,,5/9/2019,,5/16/2019,Rejected,Rejected,10/11/2021,5/16/2019,31129,R,-11
,03 30 00-003-02,03 30 00-003-02 Cast-In-Place Concrete - Mix Design,Mortenson Construction,,7/30/2019,,8/13/2019,,8/1/2019,Rejected,Rejected,10/11/2021,8/1/2019,31197,R,-11
,03 30 00-003-03,03 30 00-003-03 Cast-In-Place Concrete - Mix Design,Mortenson Construction,,8/2/2019,,8/22/2019,,8/28/2019,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,8/28/2019,31200,R,-15
,03 30 00-003-04,03 30 00-003-04 Cast-In-Place Concrete - Mix Design,Mortenson Construction,,8/30/2019,,9/16/2019,,9/9/2019,No Action Taken or Required,No Action Taken or Required,10/11/2021,9/9/2019,31220,R,-12
,03 30 00-004-00,03 30 00-004-00 South Parcel Detention Vault Slab - Layout Drawing,Mortenson Construction,,5/22/2019,,6/5/2019,,5/29/2019,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,5/29/2019,31148,R,-11
,03 30 00-004-01,03 30 00-004-01 Resub - SP Det Vault Slab - Layout Drawing,Mortenson Construction,6/12/2019,6/17/2019,3 ,7/1/2019,,7/3/2019,Not Required For Review,Not Required For Review,10/11/2021,7/3/2019,4,R,-11
,03 30 00-005-00,03 30 00-005-00: Cast-In-Place South Parcel Detention Vault - Concrete Mix Design,Mortenson Construction,,6/7/2019,,6/21/2019,,6/21/2019,Rejected,Rejected,10/11/2021,6/21/2019,31160,R,-11
,03 30 00-005-01,03 30 00-005-01: Cast-In-Place South Parcel Detention Vault - Concrete Mix Design,Mortenson Construction,7/8/2019,6/27/2019,,7/12/2019,,6/28/2019,Approved as Noted,Approved as Noted,10/11/2021,6/28/2019,-8,R,-12
,03 30 00-006-00,03 30 00-006-00 Concrete Finishing Product Data,Mortenson Construction,,6/13/2019,,6/27/2019,,6/24/2019,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,6/24/2019,31164,R,-11
,03 30 00-006-01,03 30 00-006-01 Concrete Finishing Product Data & Substitution Request,Mortenson Construction,,8/20/2019,,9/3/2019,,,Void,Void,10/11/2021,8/20/2019,31212,R,-11
,03 30 00-018-00,03 30 00-018-0 Controlled Density Fill (CDF),Mortenson Construction,,4/12/2019,,4/26/2019,,4/30/2019,Approved,Approved,10/11/2021,4/30/2019,31120,R,-11
,03 30 00-019-00,03 30 00-019-00 Bench wall across 2nd Ave (Submittal Package),Mortenson Construction,,5/8/2019,,5/22/2019,,5/15/2019,Not Required For Review,Not Required For Review,10/11/2021,5/15/2019,31138,R,-11
,03 30 00-020-00,03 30 00-020-00 Alternative Shoring Foundation Mix Design,Mortenson Construction,,6/17/2019,,7/1/2019,,6/27/2019,Approved,Approved,10/11/2021,6/27/2019,31166,R,-11
,03 30 00-021-00,03 30 00-021-00 Layout Drawing - TRS Tangent Pile Cap Beam,Mortenson Construction,,7/17/2019,,7/31/2019,,,Void,Void,10/11/2021,7/24/2019,31188,R,-11
,03 30 00-022-00,03 30 00-022-00 Geofoam Product Data,Mortenson Construction,,7/17/2019,,7/31/2019,,8/6/2019,Approved as Noted,Approved as Noted,10/11/2021,8/6/2019,31188,R,-11
,03 30 00-024-00,03 30 00-024-00 Concrete Vendor Material Certificates,Mortenson Construction,,7/30/2019,,8/13/2019,,8/1/2019,Rejected,Rejected,10/11/2021,8/1/2019,31197,R,-11
,03 30 00-027-00,03 30 00-027-00 North Portal Secant Shaft Mix Design,Mortenson Construction,,8/21/2019,,9/4/2019,,8/26/2019,No Action Taken or Required,No Action Taken or Required,10/11/2021,8/26/2019,31213,R,-11
,03 30 00-027-01,03 30 00-027-01 Alternative North Portal Secant Shaft Mix Design (CADMAN),Mortenson Construction,,9/9/2019,,9/23/2019,,9/9/2019,No Action Taken or Required,No Action Taken or Required,10/11/2021,9/9/2019,31226,R,-11
,03 30 00-029-00,03 30 00-029-00 Tower Crane Footing Calculation Package,Mortenson Construction,,10/10/2019,,10/24/2019,,10/11/2019,No Action Taken or Required,No Action Taken or Required,10/11/2021,10/11/2019,31249,R,-11
,03 30 00-030-00,03 30 00-030-00 Lift Drawing Submittal Area D - 1,Mortenson Construction,,10/15/2019,,10/29/2019,,10/22/2019,No Action Taken or Required,No Action Taken or Required,10/11/2021,10/22/2019,31252,R,-11
,03 30 00-032-00,03 30 00-032-00 Concrete Patching Product Data and Procedure,Mortenson Construction,,10/17/2019,,10/31/2019,,10/30/2019,Approved as Noted,Approved as Noted,10/11/2021,10/30/2019,31254,R,-11
,03 30 00-033-00,03 30 00-033-00 Mass Concrete Submittal,Mortenson Construction,,10/29/2019,,11/12/2019,,11/12/2019,Approved as Noted,Approved as Noted,10/11/2021,11/12/2019,31262,R,-11
,03 30 00-034-00,03 30 00-034-00 Epoxy for South Buttress Drill and Epoxy,Mortenson Construction,,11/14/2019,,11/28/2019,,11/15/2019,Approved,Approved,10/11/2021,11/15/2019,31274,R,-11
,03 30 00-035-00,03 30 00-035-00 Concrete Waterstop,Mortenson Construction,,11/19/2019,,12/5/2019,,12/3/2019,Approved,Approved,10/11/2021,12/3/2019,31277,R,-13
,03 30 00-036-00,03 30 00-036-00 Macro Fiber SOG Mix Design,Mortenson Construction,,11/19/2019,,12/5/2019,,12/3/2019,Approved as Noted,Approved as Noted,10/11/2021,12/3/2019,31277,R,-13
,03 30 00-037-00,03 30 00-037-00 Cold Weather Concrete Plan,Mortenson Construction,,11/20/2019,,12/6/2019,,12/3/2019,No Action Taken or Required,No Action Taken or Required,10/11/2021,12/3/2019,31278,R,-13
,03 30 00-038-00,03 30 00-038-00 Y-Column / Chevron Extension Pour Breaks,Mortenson Construction,,12/4/2019,,12/18/2019,,12/23/2019,Approved as Noted,Approved as Noted,10/11/2021,12/23/2019,31288,R,-11
,03 30 00-039-00,03 30 00-039-00 Shotcrete Strip Footing Control joints,Mortenson Construction,,12/11/2019,,1/3/2020,,1/3/2020,Approved as Noted,Approved as Noted,10/11/2021,1/3/2020,31293,R,-18
,03 30 00-040-00,03 30 00-040-00 Shotcrete Construction Joint Locations,Mortenson Construction,,12/11/2019,,1/3/2020,,1/7/2020,Approved as Noted,Approved as Noted,10/11/2021,1/7/2020,31293,R,-18
,03 30 00-041-00,03 30 00-041-00 Epoxy at Drill and Epoxy Application - Permanent Structure,Mortenson Construction,,1/2/2020,,1/16/2020,,1/8/2020,Approved,Approved,10/11/2021,1/8/2020,31309,R,-11
,03 30 00-042-00,03 30 00-042-00 Mass Concrete at Tower Crane Foundation,Mortenson Construction,,1/10/2020,,1/24/2020,,1/21/2020,Approved as Noted,Approved as Noted,10/11/2021,1/21/2020,31315,R,-11
,03 30 00-043-00,03 30 00-043-00 South Buttress Shear Wall Finish Mock Up,Mortenson Construction,,1/21/2020,,2/4/2020,,2/6/2020,Approved as Noted,Approved as Noted,10/11/2021,2/6/2020,31322,R,-11
,03 30 00-044-00,03 30 00-044-00 Sika 328 Grout,Mortenson Construction,,3/16/2020,,3/30/2020,,4/2/2020,Rejected,Rejected,10/11/2021,4/2/2020,31361,R,-11
,03 30 00-044-01,03 30 00-044-01 Sika 328 Grout,Mortenson Construction,,6/4/2020,,6/18/2020,,6/10/2020,Approved as Noted,Approved as Noted,10/11/2021,6/10/2020,31419,R,-11
,03 30 00-045-00,03 30 00-045-00 SSMH Concrete Base,Mortenson Construction,,4/13/2020,,4/27/2020,,4/28/2020,Approved as Noted,Approved as Noted,10/11/2021,4/28/2020,31381,R,-11
,03 30 00-046-00,03 30 00-046-00 Diamond Dowels at SOG Construction Joints,Mortenson Construction,,5/8/2020,,5/22/2020,,5/26/2020,Approved,Approved,10/11/2021,5/26/2020,31400,R,-11
,03 30 00-047-00,03 30 00-047-00 SOMD Control Joints Area D and A,Mortenson Construction,,5/26/2020,,6/9/2020,,5/29/2020,Rejected,Rejected,10/11/2021,5/29/2020,31412,R,-11
,03 30 00-047-01,03 30 00-047-01 SOMD Control Joints Area D and A,Mortenson Construction,,6/4/2020,,6/18/2020,,6/12/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,6/12/2020,31419,R,-11
,03 30 00-048-00,03 30 00-048-00 Procore Observation 868 Y Column 15 Lift 4 Void Corrective Action Plan,Mortenson Construction,,6/24/2020,,7/9/2020,,7/1/2020,Approved as Noted,Approved as Noted,10/11/2021,7/1/2020,31433,R,-12
,03 30 00-049-00,03 30 00-049-00 SOG Sawcut & Construction Joint Locations,Mortenson Construction,,6/9/2020,,6/23/2020,,6/25/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,6/25/2020,31422,R,-11
,03 30 00-049-01,03 30 00-049-01 SOG Sawcut & Construction Joint Locations,Mortenson Construction,,6/29/2020,,7/14/2020,,7/2/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,7/2/2020,31436,R,-12
,03 30 00-049-02,03 30 00-049-02 SOG Sawcut & Construction Joint Locations,Mortenson Construction,,6/30/2020,,7/15/2020,,7/6/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,7/6/2020,31437,R,-12
,03 30 00-049-03,03 30 00-049-03 SOG Sawcut & Construction Joint Locations,Mortenson Construction,,7/8/2020,,7/22/2020,,7/27/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,7/27/2020,31443,R,-11
